id,marca,modelo,precio,almacenamiento,tipo_almacenamiento,ram,procesador,generacion_procesador,estado,tienda,anio,sistema_operativo,pantalla,tipo,rating,stock
1620,Acer,Aspire,920.23,1024,HDD,32,AMD Ryzen 7 4xxx,4,Nuevo,Frys,2019,macOS,24.8,Laptop,3.3,9
1621,Toshiba,Satellite,364.92,512,SSD,8,Intel i7-426,4,Usado,B&H,2019,Windows,26.9,Laptop,3.2,6
1622,LG,UltraPC,1291.18,256,SSD,8,AMD Ryzen 9 7xxx,7,Nuevo,MicroCenter,2022,macOS,13.8,Laptop,3.9,32
1623,Acer,Swift,562.89,512,SSD,16,AMD Ryzen 9 4xxx,4,Nuevo,B&H,2019,Linux,14.4,Laptop,3.3,9
1624,Razer,Blade 17,1590.65,1024,SSD,16,Intel i7-595,5,Nuevo,MicroCenter,2020,macOS,19.0,Laptop,3.8,9
1625,Razer,Blade 17,1802.26,256,SSD,16,Intel i7-156,1,Nuevo,BestBuy,2016,Windows,15.0,Laptop,5.0,28
1626,LG,UltraFine,711.26,512,SSD,32,AMD Ryzen 7 1xxx,1,Certificado,Amazon,2016,Windows,,Desktop,5.0,9
1627,Toshiba,Satellite,1075.46,1024,HDD,16,AMD Ryzen 7 7xxx,7,Nuevo,Amazon,2022,Windows,20.9,Laptop,,2
1628,Dell,Alienware,1160.22,1024,HDD,4,Intel i9-76,0,Nuevo,Newegg,2015,Linux,21.9,Laptop,4.4,7
1629,Toshiba,Tecra,598.25,512,SSD,8,Intel i7-362,3,Usado,Walmart,2018,Windows,,Desktop,4.1,7
1630,Apple,Mac mini,1062.5,512,SSD,8,AMD Ryzen 7 0xxx,0,Nuevo,Amazon,2015,macOS,,Desktop,3.1,12
1631,Apple,Mac Studio,1926.71,512,SSD,16,Intel i9-728,7,Nuevo,B&H,2022,macOS,23.4,Laptop,3.9,4
1632,Toshiba,Tecra,1130.31,1024,SSD,16,Intel i7-886,8,Nuevo,Walmart,2023,macOS,,Desktop,3.7,9
1633,Microsoft,Surface Laptop,499.21,4096,SSD,32,Intel i9-833,8,Usado,Amazon,2023,Windows,23.2,Laptop,4.9,2
1634,Dell,XPS 15,600.88,256,SSD,8,AMD Ryzen 7 2xxx,2,Usado,Amazon,2017,Linux,23.6,Laptop,4.6,3
1635,Acer,Spin,384.94,4096,SSD,8,Intel i9-427,4,Usado,Newegg,2019,Windows,,Desktop,4.8,2
1636,Razer,Blade 14,1520.94,128,SSD,16,Intel i5-887,8,Usado,B&H,2023,Windows,24.2,Laptop,3.2,10
1637,Lenovo,IdeaPad,620.37,2048,SSD,32,AMD Ryzen 9 6xxx,6,Usado,Newegg,2021,Windows,15.2,All-in-One,3.4,6
1638,Asus,ZenBook,537.69,512,SSD,4,AMD Ryzen 7 1xxx,1,Nuevo,Target,2016,Linux,18.7,Laptop,3.0,26
1639,LG,UltraFine,951.04,512,HDD,16,AMD Ryzen 7 7xxx,7,Certificado,Frys,2022,macOS,17.7,Laptop,4.0,1
1640,Asus,ExpertBook,1250.64,128,HDD,16,Intel i5-805,8,Nuevo,Walmart,2023,Linux,,Desktop,3.6,21
1641,Microsoft,Surface Studio,1254.97,512,SSD,8,Intel i5-677,6,Nuevo,BestBuy,2021,Windows,23.7,All-in-One,4.9,46
1642,Toshiba,Tecra,485.08,1024,SSD,16,Intel i9-6,0,Nuevo,Amazon,2015,Windows,,Desktop,4.1,12
1643,Microsoft,Surface Pro,1252.42,256,HDD,8,AMD Ryzen 9 6xxx,6,Nuevo,Walmart,2021,Windows,13.2,Laptop,4.9,25
1644,Apple,MacBook Pro,868.64,2048,SSD,16,Intel i7-265,2,Nuevo,BestBuy,2017,macOS,24.5,Laptop,3.4,23
1645,Razer,Blade 15,2477.01,1024,SSD,4,AMD Ryzen 5 8xxx,8,Nuevo,B&H,2023,Linux,16.4,Laptop,4.1,49
1646,Toshiba,Portege,379.78,256,SSD,16,AMD Ryzen 9 5xxx,5,Usado,Walmart,2020,Windows,16.9,Laptop,4.2,8
1647,Samsung,Galaxy Book Flex,1227.13,1024,SSD,8,Intel i5-62,0,Nuevo,BestBuy,2015,Windows,19.0,Laptop,4.8,19
1648,Dell,XPS 15,1369.22,128,HDD,8,Intel i5-497,4,Nuevo,B&H,2019,Windows,19.9,Laptop,4.1,48
1649,Microsoft,Surface Book,1690.05,128,SSD,8,AMD Ryzen 9 7xxx,7,Nuevo,Frys,2022,macOS,,Desktop,3.2,48
1650,MSI,Raider,969.45,512,SSD,32,Intel i7-96,0,Nuevo,Frys,2015,Linux,24.9,Laptop,3.0,34
1651,Asus,ExpertBook,602.02,1024,HDD,8,AMD Ryzen 7 0xxx,0,Usado,Target,2015,Windows,15.6,Laptop,3.9,10
1652,Acer,Spin,964.77,256,HDD,16,Intel i7-450,4,Nuevo,MicroCenter,2019,Linux,21.8,Laptop,3.7,9
1653,Razer,Blade Pro,1190.47,256,SSD,8,Intel i5-297,2,Nuevo,Walmart,2017,Windows,,Desktop,4.4,33
1654,Acer,ConceptD,552.2,1024,SSD,8,Intel i9-691,6,Nuevo,Target,2021,Windows,25.9,Laptop,4.0,39
1655,MSI,Summit,1559.65,128,SSD,16,Intel i7-718,7,Nuevo,Target,2022,Windows,13.9,Laptop,4.5,28
1656,Dell,Precision,624.3,256,SSD,8,Intel i5-123,1,Nuevo,BestBuy,2016,Windows,21.5,All-in-One,3.4,14
1657,Lenovo,ThinkBook,596.06,512,SSD,8,AMD Ryzen 7 3xxx,3,Nuevo,BestBuy,2018,macOS,17.0,All-in-One,3.5,14
1658,LG,Gram,1390.26,256,SSD,32,AMD Ryzen 5 6xxx,6,Nuevo,MicroCenter,2021,Windows,14.9,Laptop,3.1,50
1659,Microsoft,Surface Studio,648.65,512,SSD,8,AMD Ryzen 9 4xxx,4,Usado,BestBuy,2019,Windows,26.4,Laptop,4.1,1
1660,Acer,Nitro,743.39,512,SSD,16,Intel i7-770,7,Certificado,Frys,2022,Windows,13.9,Laptop,4.2,3
1661,HP,Spectre,502.47,2048,SSD,16,AMD Ryzen 7 3xxx,3,Usado,Target,2018,Linux,23.4,All-in-One,4.1,8
1662,Samsung,Galaxy Book Flex,568.01,1024,SSD,8,AMD Ryzen 7 7xxx,7,Usado,B&H,2022,macOS,24.1,Laptop,4.3,7
1663,Asus,ROG,709.86,1024,SSD,16,Intel i5-141,1,Nuevo,Amazon,2016,macOS,18.8,Laptop,3.2,1
1664,HP,ZBook,1058.3,128,SSD,16,AMD Ryzen 7 2xxx,2,Nuevo,Amazon,2017,Windows,20.9,Laptop,4.4,3
1665,Asus,TUF,679.42,1024,HDD,8,AMD Ryzen 9 6xxx,6,Nuevo,Frys,2021,Windows,11.8,Laptop,3.8,30
1666,Razer,Blade 17,1449.54,256,SSD,8,Intel i5-430,4,Usado,Walmart,2019,Windows,,Desktop,,1
1667,Dell,Inspiron,1055.03,256,SSD,8,Intel i9-543,5,Nuevo,Amazon,2020,Windows,12.5,Laptop,,6
1668,Samsung,Galaxy Book Pro,807.55,256,SSD,8,Intel i5-715,7,Usado,Newegg,2022,Windows,,Desktop,3.5,3
1669,Samsung,Galaxy Book Pro,1158.95,2048,SSD,16,Intel i9-13,0,Nuevo,B&H,2015,Windows,25.5,All-in-One,4.6,4
1670,Microsoft,Surface Pro,930.42,4096,SSD,16,Intel i7-738,7,Nuevo,Amazon,2022,Sin SO,25.6,All-in-One,4.6,15
1671,Samsung,Galaxy Book Pro,941.73,128,SSD,8,AMD Ryzen 7 2xxx,2,Nuevo,Frys,2017,macOS,25.8,Laptop,4.6,30
1672,HP,Pavilion,766.69,512,SSD,8,Intel i9-463,4,Nuevo,Newegg,2019,Windows,,Desktop,3.2,25
1673,Toshiba,Tecra,588.95,1024,SSD,16,Intel i5-334,3,Usado,BestBuy,2018,Windows,18.5,Laptop,4.9,1
1674,Toshiba,Satellite,466.16,1024,SSD,16,AMD Ryzen 5 4xxx,4,Nuevo,Target,2019,Windows,,Desktop,3.3,23
1675,Asus,ExpertBook,1026.78,1024,HDD,16,AMD Ryzen 7 2xxx,2,Nuevo,BestBuy,2017,Linux,,Desktop,3.5,45
1676,Dell,Alienware,1191.5,2048,HDD,64,AMD Ryzen 9 2xxx,2,Nuevo,BestBuy,2017,Linux,,Desktop,3.3,39
1677,Lenovo,Yoga,783.7,1024,HDD,16,Intel i9-597,5,Certificado,B&H,2020,Windows,,Desktop,4.0,8
1678,Dell,Inspiron,1277.6,256,SSD,32,Intel i7-393,3,Nuevo,Walmart,2018,Windows,22.5,Laptop,4.1,36
1679,Apple,Mac Pro,587.85,2048,SSD,8,Intel i7-31,0,Usado,B&H,2015,macOS,21.5,Laptop,,5
1680,HP,ZBook,689.04,512,SSD,16,Intel i7-346,3,Nuevo,MicroCenter,2018,Linux,14.1,Laptop,4.4,25
1681,Samsung,Galaxy Book,973.54,1024,SSD,8,Intel i7-422,4,Nuevo,Frys,2019,Windows,18.3,Laptop,4.6,32
1682,Dell,XPS 15,657.67,256,HDD,32,Intel i5-323,3,Nuevo,Walmart,2018,Windows,13.9,Laptop,4.0,16
1683,Apple,Mac Pro,815.57,128,SSD,4,Intel i7-806,8,Usado,Newegg,2023,macOS,13.1,Laptop,,1
1684,MSI,Stealth,2002.61,2048,HDD,16,Intel i9-589,5,Nuevo,BestBuy,2020,Windows,21.4,Laptop,3.6,21
1685,Microsoft,Surface Studio,720.19,512,SSD,8,AMD Ryzen 9 1xxx,1,Nuevo,BestBuy,2016,Linux,,Desktop,,5
1686,Lenovo,ThinkBook,1243.11,1024,SSD,8,Intel i5-578,5,Nuevo,Frys,2020,Windows,,Desktop,3.6,31
1687,Dell,Alienware,1389.82,512,SSD,64,Intel i5-655,6,Nuevo,Amazon,2021,macOS,24.6,Laptop,4.7,42
1688,Acer,ConceptD,693.01,2048,HDD,16,AMD Ryzen 5 6xxx,6,Nuevo,MicroCenter,2021,Windows,20.0,Laptop,4.6,42
1689,LG,UltraPC,1296.74,256,HDD,64,AMD Ryzen 9 7xxx,7,Nuevo,BestBuy,2022,macOS,12.7,Laptop,,18
1690,Microsoft,Surface Laptop,1156.24,512,SSD,16,AMD Ryzen 9 0xxx,0,Nuevo,Walmart,2015,Windows,,Desktop,4.3,24
1691,Lenovo,ThinkCentre,615.18,512,SSD,16,Intel i7-876,8,Certificado,BestBuy,2023,Sin SO,,Desktop,3.8,7
1692,Razer,Blade 15,1828.7,128,SSD,16,AMD Ryzen 5 6xxx,6,Nuevo,Amazon,2021,macOS,15.6,All-in-One,3.4,13
1693,Acer,Swift,513.36,1024,SSD,4,Intel i5-498,4,Nuevo,Target,2019,Windows,19.3,All-in-One,4.3,36
1694,Acer,Predator,702.51,512,SSD,32,AMD Ryzen 7 4xxx,4,Nuevo,MicroCenter,2019,Windows,17.1,All-in-One,3.8,23
1695,Dell,Latitude,567.43,256,SSD,8,Intel i7-551,5,Usado,Walmart,2020,Sin SO,23.0,Laptop,4.8,8
1696,Lenovo,ThinkCentre,548.23,256,SSD,8,AMD Ryzen 5 2xxx,2,Nuevo,Walmart,2017,macOS,,Desktop,3.5,43
1697,Lenovo,ThinkPad,996.03,256,SSD,32,AMD Ryzen 7 6xxx,6,Nuevo,Frys,2021,macOS,12.7,Laptop,3.1,23
1698,Asus,ROG,583.31,256,SSD,4,Intel i9-504,5,Nuevo,Walmart,2020,Windows,21.1,Laptop,4.0,8
1699,Asus,TUF,690.57,1024,SSD,8,AMD Ryzen 9 1xxx,1,Nuevo,BestBuy,2016,Windows,15.7,Laptop,4.2,39
1700,Lenovo,ThinkPad,523.39,4096,SSD,16,AMD Ryzen 7 7xxx,7,Usado,Target,2022,macOS,20.9,Laptop,3.7,9
1701,Samsung,Galaxy Book Pro,762.27,1024,SSD,8,AMD Ryzen 5 2xxx,2,Nuevo,BestBuy,2017,Windows,,Desktop,3.7,47
1702,MSI,Summit,978.04,512,SSD,4,AMD Ryzen 9 1xxx,1,Nuevo,Newegg,2016,macOS,25.5,Laptop,3.8,27
1703,Apple,Mac Pro,913.27,256,SSD,8,AMD Ryzen 9 8xxx,8,Usado,BestBuy,2023,macOS,17.1,Laptop,3.2,3
1704,MSI,Summit,1390.03,256,SSD,4,AMD Ryzen 7 5xxx,5,Usado,Newegg,2020,Windows,17.3,Laptop,3.5,8
1705,Lenovo,IdeaPad,690.03,2048,SSD,32,Intel i5-189,1,Nuevo,Newegg,2016,Windows,20.4,Laptop,3.5,7
1706,Samsung,Galaxy Book,778.24,256,SSD,16,Intel i9-695,6,Nuevo,Amazon,2021,macOS,,Desktop,4.2,46
1707,Acer,Swift,523.95,512,SSD,8,Intel i5-233,2,Usado,Amazon,2017,Windows,12.1,Laptop,4.9,9
1708,LG,Gram,675.22,1024,HDD,8,AMD Ryzen 9 4xxx,4,Certificado,BestBuy,2019,Windows,19.0,Laptop,4.1,5
1709,Apple,Mac mini,1052.04,512,SSD,8,AMD Ryzen 7 7xxx,7,Nuevo,B&H,2022,macOS,,Desktop,3.6,8
1710,HP,Omen,1150.76,256,HDD,16,AMD Ryzen 5 5xxx,5,Nuevo,Frys,2020,Windows,,Desktop,4.8,33
1711,MSI,Stealth,1134.36,256,SSD,128,AMD Ryzen 5 3xxx,3,Nuevo,Target,2018,Sin SO,24.3,Laptop,,10
1712,Microsoft,Surface Book,996.76,512,HDD,16,Intel i5-511,5,Nuevo,BestBuy,2020,Windows,20.6,All-in-One,3.6,50
1713,Dell,XPS 15,879.59,2048,HDD,8,AMD Ryzen 9 5xxx,5,Nuevo,Target,2020,Windows,20.0,Laptop,4.3,33
1714,Samsung,Galaxy Book Pro,1071.95,128,SSD,16,AMD Ryzen 5 8xxx,8,Nuevo,Frys,2023,macOS,12.1,Laptop,4.9,14
1715,LG,UltraPC,1302.76,256,HDD,128,AMD Ryzen 9 5xxx,5,Nuevo,Amazon,2020,Windows,,Desktop,4.1,48
1716,Microsoft,Surface Laptop,829.26,2048,HDD,8,Intel i7-42,0,Nuevo,Target,2015,Windows,14.7,Laptop,3.6,36
1717,Toshiba,Tecra,685.72,512,HDD,16,AMD Ryzen 5 5xxx,5,Nuevo,Walmart,2020,Windows,25.0,All-in-One,3.6,44
1718,Samsung,Galaxy Book Flex,941.17,256,SSD,16,Intel i9-261,2,Nuevo,Frys,2017,Windows,14.5,All-in-One,3.6,27
1719,Toshiba,Satellite,335.6,2048,SSD,32,Intel i9-448,4,Usado,B&H,2019,Sin SO,20.9,Laptop,4.3,7
1720,Razer,Blade Pro,1239.31,2048,HDD,16,Intel i7-177,1,Nuevo,Target,2016,Windows,11.1,Laptop,4.3,30
1721,Lenovo,Legion,1119.19,1024,SSD,8,AMD Ryzen 9 7xxx,7,Nuevo,Walmart,2022,Linux,15.2,Laptop,3.4,37
1722,Razer,Blade Pro,1014.91,4096,SSD,8,AMD Ryzen 5 0xxx,0,Nuevo,Walmart,2015,Windows,22.1,Laptop,4.4,25
1723,Microsoft,Surface Pro,1076.24,2048,HDD,4,Intel i7-506,5,Nuevo,BestBuy,2020,Windows,26.3,Laptop,4.3,47
1724,Apple,MacBook Air,1297.83,1024,SSD,16,Intel i9-579,5,Nuevo,Amazon,2020,macOS,12.4,Laptop,3.1,47
1725,Razer,Blade 15,1680.11,4096,SSD,16,Intel i9-390,3,Nuevo,Target,2018,Windows,25.9,Laptop,,16
1726,LG,UltraPC,1006.75,2048,SSD,16,Intel i7-846,8,Nuevo,B&H,2023,macOS,13.2,Laptop,4.5,33
1727,Razer,Blade 15,1024.23,128,SSD,8,AMD Ryzen 7 2xxx,2,Nuevo,Target,2017,Windows,,Desktop,3.4,1
1728,HP,Envy,885.52,512,SSD,16,AMD Ryzen 9 6xxx,6,Nuevo,Amazon,2021,Windows,15.4,Laptop,3.3,50
1729,Samsung,Galaxy Book Flex,751.35,4096,HDD,32,AMD Ryzen 9 1xxx,1,Usado,Target,2016,macOS,13.8,All-in-One,3.5,10
1730,Asus,ExpertBook,1116.71,256,HDD,16,Intel i7-538,5,Nuevo,MicroCenter,2020,macOS,25.7,Laptop,4.5,46
1731,Razer,Blade Pro,1039.55,256,SSD,8,Intel i5-877,8,Certificado,BestBuy,2023,Windows,12.4,Laptop,4.4,10
1732,LG,UltraFine,804.29,256,SSD,16,Intel i5-45,0,Usado,Amazon,2015,macOS,22.7,Laptop,4.9,8
1733,HP,Spectre,458.55,1024,HDD,8,Intel i5-668,6,Usado,BestBuy,2021,Windows,21.5,Laptop,4.9,8
1734,Lenovo,ThinkBook,666.15,1024,SSD,32,AMD Ryzen 7 7xxx,7,Usado,Amazon,2022,Windows,,Desktop,4.4,5
1735,LG,Gram,709.39,4096,SSD,16,AMD Ryzen 9 1xxx,1,Nuevo,Target,2016,Windows,26.3,Laptop,3.9,6
1736,HP,Pavilion,471.84,128,HDD,4,AMD Ryzen 5 8xxx,8,Usado,BestBuy,2023,macOS,13.3,Laptop,4.3,9
1737,HP,EliteBook,662.52,1024,HDD,16,Intel i9-725,7,Usado,Amazon,2022,Windows,22.5,Laptop,4.5,5
1738,Razer,Blade 17,1210.44,128,SSD,32,Intel i5-269,2,Nuevo,Frys,2017,Windows,,Desktop,4.4,31
1739,Samsung,Galaxy Book Flex,1445.43,512,HDD,16,Intel i7-642,6,Nuevo,Amazon,2021,macOS,26.3,Laptop,3.1,7
1740,Samsung,Galaxy Book Pro,705.67,2048,HDD,4,AMD Ryzen 5 8xxx,8,Usado,Frys,2023,Windows,11.6,Laptop,4.1,1
1741,Toshiba,Satellite,538.51,256,SSD,32,Intel i7-498,4,Usado,Newegg,2019,macOS,24.8,Laptop,3.8,7
1742,Lenovo,ThinkPad,804.11,1024,SSD,16,AMD Ryzen 5 6xxx,6,Usado,BestBuy,2021,Windows,15.0,Laptop,3.8,7
1743,Microsoft,Surface Studio,853.71,256,SSD,8,AMD Ryzen 7 7xxx,7,Nuevo,Amazon,2022,Windows,20.3,Laptop,4.4,33
1744,Apple,Mac Studio,1029.2,128,SSD,16,Intel i7-278,2,Nuevo,Target,2017,macOS,22.5,Laptop,3.7,10
1745,Toshiba,Tecra,568.1,256,SSD,64,Intel i7-564,5,Nuevo,Walmart,2020,Sin SO,,Desktop,3.5,17
1746,Toshiba,Satellite,723.07,2048,SSD,16,Intel i5-498,4,Nuevo,Amazon,2019,Windows,23.4,All-in-One,3.6,43
1747,Microsoft,Surface Pro,1281.93,512,SSD,8,Intel i7-768,7,Nuevo,BestBuy,2022,Sin SO,25.5,Laptop,4.8,32
1748,Apple,Mac Pro,1071.08,128,SSD,32,Intel i5-722,7,Nuevo,Walmart,2022,macOS,22.2,Laptop,4.5,42
1749,Toshiba,Tecra,240.53,512,SSD,16,Intel i5-213,2,Usado,Walmart,2017,macOS,23.8,All-in-One,4.4,6
1750,MSI,Summit,1273.84,1024,SSD,8,AMD Ryzen 9 2xxx,2,Nuevo,B&H,2017,Sin SO,25.6,Laptop,,48
1751,Dell,Inspiron,357.0,1024,SSD,8,AMD Ryzen 9 2xxx,2,Usado,Walmart,2017,Windows,23.0,Laptop,4.0,10
1752,Razer,Blade 15,831.51,2048,SSD,16,Intel i9-77,0,Usado,Frys,2015,Windows,,Desktop,3.9,6
1753,Toshiba,Tecra,383.19,512,SSD,16,Intel i7-18,0,Usado,B&H,2015,macOS,20.0,All-in-One,3.8,2
1754,Razer,Blade 17,2203.91,1024,HDD,32,Intel i9-300,3,Nuevo,Frys,2018,Windows,20.8,Laptop,4.7,46
1755,LG,UltraPC,1024.97,512,HDD,16,AMD Ryzen 5 4xxx,4,Nuevo,Frys,2019,Windows,13.7,All-in-One,3.8,49
1756,Acer,Aspire,646.26,512,SSD,16,AMD Ryzen 9 3xxx,3,Nuevo,MicroCenter,2018,Windows,25.7,Laptop,4.2,21
1757,LG,UltraFine,961.61,1024,SSD,8,Intel i7-64,0,Nuevo,Walmart,2015,Linux,17.7,Laptop,4.1,24
1758,MSI,Creator,1973.98,256,HDD,32,Intel i5-456,4,Nuevo,Amazon,2019,macOS,,Desktop,3.8,43
1759,LG,Gram,1377.8,128,SSD,8,Intel i5-524,5,Nuevo,Walmart,2020,macOS,15.5,Laptop,3.4,37
1760,Samsung,Galaxy Book Flex,853.16,1024,HDD,8,AMD Ryzen 5 5xxx,5,Nuevo,Target,2020,Windows,14.8,Laptop,4.4,7
1761,Asus,ExpertBook,722.56,128,HDD,8,AMD Ryzen 7 7xxx,7,Nuevo,Amazon,2022,Windows,,Desktop,3.1,15
1762,Toshiba,Tecra,682.49,4096,HDD,64,AMD Ryzen 7 5xxx,5,Nuevo,Amazon,2020,Windows,17.7,Laptop,4.9,50
1763,Acer,Spin,427.93,256,SSD,8,Intel i5-481,4,Usado,Newegg,2019,Windows,,Desktop,4.7,6
1764,Apple,Mac mini,1016.49,2048,SSD,16,AMD Ryzen 9 6xxx,6,Nuevo,BestBuy,2021,macOS,15.7,Laptop,4.4,15
1765,LG,Gram,1075.33,2048,SSD,8,Intel i5-490,4,Nuevo,B&H,2019,Windows,18.8,Laptop,4.6,19
1766,Lenovo,Yoga,399.69,1024,HDD,16,Intel i5-266,2,Usado,Newegg,2017,macOS,,Desktop,3.8,3
1767,Microsoft,Surface Laptop,1441.38,128,SSD,32,Intel i7-213,2,Nuevo,Frys,2017,macOS,21.3,Laptop,3.0,46
1768,Dell,Inspiron,703.14,512,HDD,8,AMD Ryzen 7 1xxx,1,Nuevo,Frys,2016,Linux,17.1,All-in-One,4.1,12
1769,LG,Gram,1210.16,1024,SSD,8,Intel i9-378,3,Nuevo,Newegg,2018,Windows,,Desktop,4.0,10
1770,HP,Omen,469.8,256,HDD,16,Intel i5-58,0,Usado,BestBuy,2015,Windows,,Desktop,4.5,9
1771,MSI,Raider,2226.09,256,HDD,16,Intel i9-895,8,Nuevo,BestBuy,2023,Sin SO,13.7,All-in-One,4.1,18
1772,Asus,TUF,837.41,256,SSD,16,AMD Ryzen 9 6xxx,6,Nuevo,Target,2021,macOS,,Desktop,4.8,16
1773,MSI,Raider,1390.18,512,SSD,16,AMD Ryzen 7 4xxx,4,Certificado,MicroCenter,2019,Windows,22.2,Laptop,3.8,8
1774,MSI,Summit,1643.23,2048,SSD,16,Intel i5-69,0,Nuevo,MicroCenter,2015,Windows,23.7,Laptop,4.6,9
1775,Microsoft,Surface Laptop,1058.52,128,HDD,16,Intel i7-604,6,Nuevo,B&H,2021,Windows,,Desktop,3.0,12
1776,Dell,Precision,930.7,512,SSD,8,Intel i9-624,6,Certificado,Amazon,2021,Linux,,Desktop,3.3,6
1777,Lenovo,Legion,642.99,128,SSD,8,Intel i9-433,4,Nuevo,BestBuy,2019,Windows,22.2,Laptop,4.4,49
1778,Toshiba,Portege,424.88,128,SSD,8,Intel i7-636,6,Usado,BestBuy,2021,Windows,26.6,Laptop,4.5,10
1779,Microsoft,Surface Book,1204.97,128,HDD,64,AMD Ryzen 9 2xxx,2,Nuevo,BestBuy,2017,Windows,24.0,Laptop,4.5,1
1780,Toshiba,Satellite,547.78,1024,SSD,8,Intel i9-29,0,Nuevo,Newegg,2015,Windows,21.8,Laptop,4.8,23
1781,Samsung,Galaxy Book Flex,1048.98,1024,SSD,32,Intel i9-754,7,Nuevo,B&H,2022,Windows,,Desktop,3.6,48
1782,HP,Pavilion,829.55,512,SSD,16,AMD Ryzen 7 2xxx,2,Nuevo,Amazon,2017,Windows,23.5,Laptop,3.6,50
1783,LG,UltraPC,1002.44,2048,SSD,16,Intel i7-196,1,Certificado,Target,2016,macOS,,Desktop,3.9,9
1784,Dell,Precision,1364.54,512,SSD,16,Intel i7-638,6,Nuevo,BestBuy,2021,macOS,20.8,Laptop,4.0,17
1785,Asus,ExpertBook,721.95,1024,SSD,16,AMD Ryzen 5 0xxx,0,Nuevo,B&H,2015,Windows,11.4,Laptop,4.1,13
1786,HP,Pavilion,1228.25,4096,SSD,8,Intel i5-588,5,Nuevo,BestBuy,2020,Linux,23.8,Laptop,4.9,16
1787,Microsoft,Surface Book,1494.9,1024,SSD,32,AMD Ryzen 7 8xxx,8,Nuevo,Target,2023,Windows,,Desktop,,42
1788,MSI,Raider,667.3,1024,SSD,8,Intel i7-419,4,Usado,B&H,2019,Windows,21.6,All-in-One,3.7,6
1789,Asus,ExpertBook,969.55,2048,SSD,16,Intel i9-278,2,Nuevo,Newegg,2017,Sin SO,,Desktop,3.9,43
1790,Asus,ExpertBook,839.58,128,HDD,8,Intel i5-861,8,Nuevo,MicroCenter,2023,macOS,25.1,All-in-One,,27
1791,Dell,Alienware,966.11,1024,SSD,8,Intel i5-254,2,Nuevo,Frys,2017,Linux,,Desktop,4.0,41
1792,Samsung,Galaxy Book Pro,708.42,256,SSD,32,Intel i5-830,8,Usado,MicroCenter,2023,Windows,25.8,All-in-One,4.9,4
1793,Microsoft,Surface Laptop,1651.97,1024,SSD,128,Intel i9-526,5,Nuevo,MicroCenter,2020,Windows,20.6,Laptop,4.7,33
1794,Asus,ROG,1036.69,1024,SSD,8,Intel i7-752,7,Nuevo,Target,2022,Windows,25.7,Laptop,3.1,29
1795,Apple,Mac Pro,1257.44,128,SSD,8,AMD Ryzen 5 6xxx,6,Nuevo,Newegg,2021,macOS,25.8,Laptop,3.1,28
1796,LG,Gram,915.0,512,HDD,16,Intel i7-724,7,Nuevo,Amazon,2022,macOS,21.0,Laptop,4.4,31
1797,Razer,Blade 15,2588.35,1024,SSD,16,AMD Ryzen 7 8xxx,8,Nuevo,B&H,2023,Windows,19.2,Laptop,3.7,20
1798,Toshiba,Tecra,644.65,512,SSD,16,AMD Ryzen 5 1xxx,1,Nuevo,Newegg,2016,Linux,19.6,Laptop,3.1,20
1799,Samsung,Galaxy Book Pro,789.2,256,SSD,32,Intel i9-636,6,Usado,Frys,2021,Linux,11.7,Laptop,,4
1800,LG,Gram,628.66,1024,SSD,8,AMD Ryzen 5 8xxx,8,Usado,Walmart,2023,Linux,19.4,All-in-One,3.3,8
1801,Toshiba,Tecra,777.33,512,SSD,8,Intel i9-859,8,Nuevo,Target,2023,Sin SO,,Desktop,4.0,30
1802,MSI,Creator,1725.07,128,SSD,16,Intel i5-328,3,Nuevo,MicroCenter,2018,Windows,24.9,Laptop,4.9,45
1803,Acer,Swift,670.73,256,SSD,32,Intel i7-363,3,Nuevo,BestBuy,2018,Windows,16.4,Laptop,4.2,13
1804,Apple,MacBook Pro,1182.09,1024,SSD,8,Intel i7-702,7,Nuevo,MicroCenter,2022,macOS,,Desktop,3.1,46
1805,HP,Pavilion,552.72,1024,SSD,8,Intel i7-558,5,Usado,BestBuy,2020,Windows,18.6,Laptop,4.7,2
1806,Acer,Spin,527.59,512,HDD,8,Intel i7-648,6,Usado,BestBuy,2021,Windows,19.2,All-in-One,3.5,7
1807,MSI,Raider,1074.18,1024,SSD,8,Intel i7-345,3,Nuevo,Frys,2018,Linux,11.2,Laptop,4.8,15
1808,LG,UltraFine,1566.43,512,SSD,64,Intel i5-462,4,Nuevo,Target,2019,Windows,16.2,Laptop,,8
1809,Toshiba,Satellite,876.04,512,SSD,8,Intel i7-311,3,Nuevo,Target,2018,Windows,16.7,Laptop,3.1,35
1810,Dell,XPS 13,757.22,256,SSD,32,AMD Ryzen 7 8xxx,8,Usado,Frys,2023,Windows,,Desktop,3.3,8
1811,Dell,Inspiron,1031.07,512,SSD,32,Intel i7-645,6,Nuevo,Frys,2021,Windows,20.1,Laptop,3.1,21
1812,Acer,ConceptD,861.52,512,SSD,16,AMD Ryzen 7 3xxx,3,Nuevo,MicroCenter,2018,Linux,21.0,Laptop,4.4,8
1813,Toshiba,Portege,434.41,2048,SSD,16,Intel i5-550,5,Usado,B&H,2020,Windows,21.1,Laptop,3.6,6
1814,MSI,Prestige,1260.42,256,SSD,16,Intel i7-497,4,Nuevo,MicroCenter,2019,Windows,22.7,Laptop,3.6,3
